author_name,formatted_time,text,sentiment,score,response
J Singson,0:19,our tiny shark is gonna be late again ahahahaha,NEGATIVE,0.9809005856513977,The user said: our tiny shark is gonna be late again ahahahaha. Sentiment: NEGATIVE. Respond appropriately: I'm not sure if you're serious or not.
Hyperdominic,0:19,[EMOJI: shark][EMOJI: shark],NEGATIVE,0.9906507730484009,The user said: [EMOJI: shark][EMOJI: shark]. Sentiment: NEGATIVE. Respond appropriately: NEGative
PNG,0:19,SHAAAAAAAAAARRK,NEGATIVE,0.9871550798416138,The user said: SHAAAAAAAAAARRK. Sentiment: NEGATIVE. Respond appropriately: NEGative : I'm not sure what you're trying to say.
SeasickSavior💭🎨,0:20,sharktime,NEGATIVE,0.8734577894210815,The user said: sharktime. Sentiment: NEGATIVE. Respond appropriately: sharktime.Sentiment : NEGative.Response : sharktime.Sentiment : NEGative.Response : sharktime.Response : sharktime.Response : sharktime.Response : sharktime.Response : sharktime.Response : sharktime.Response : sharktime.Response : sharktime.Response : sharktime.Response : sharktime.Response : sharktime.Response : sharktime.Response
Poison Error,0:20,Yes,POSITIVE,0.9997805953025818,The user said: Yes. Sentiment: POSITIVE. Respond appropriately: POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.
Leo Kicklighter,0:20,BABY SHARK DODODODOD,NEGATIVE,0.9958206415176392,The user said: BABY SHARK DODODODOD. Sentiment: NEGATIVE. Respond appropriately: BABY SHARKODODODOD.
Vini (ヴィニ),0:20,A [EMOJI: trident_emblem],NEGATIVE,0.9938621520996094,The user said: A [EMOJI: trident_emblem]. Sentiment: NEGATIVE. Respond appropriately: NEGative : NEGative
G_Boy,0:20,LETS GOOOO,NEGATIVE,0.9936826229095459,The user said: LETS GOOOO. Sentiment: NEGATIVE. Respond appropriately: NEGative.
Kisu-Shot,0:20,Bloop,NEGATIVE,0.9992669224739075,The user said: Bloop. Sentiment: NEGATIVE. Respond appropriately: Bloop. Sentiment : NEGative.
PlatinumHope💎,0:21,BLOOP,NEGATIVE,0.9992669224739075,The user said: BLOOP. Sentiment: NEGATIVE. Respond appropriately: BLOOP.
ZycheCiorre,0:21,good evening,POSITIVE,0.9998613595962524,The user said: good evening. Sentiment: POSITIVE. Respond appropriately: POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE
Robotic9000,0:21,two streams at once... what have i become,POSITIVE,0.9868865609169006,The user said: two streams at once... what have i become. Sentiment: POSITIVE. Respond appropriately: POSITIVE.Respectfully : POSITIVE.Respectfully : POSITIVE.Respectfully : POSITIVE.Respectfully : POSITIVE.Respectfully : POSITIVE.Respectfully : POSITIVE.Respectfully : POSITIVE.Respectfully : POSITIVE.Respectfully : POSITIVE.
aisu,0:21,"got work, going to watch this instead.",NEGATIVE,0.9297311305999756,"The user said: got work, going to watch this instead.. Sentiment: NEGATIVE. Respond appropriately: I'm not sure if you're being serious or not."
Jerrell,0:21,Hey everyone!,POSITIVE,0.9995781779289246,The user said: Hey everyone!. Sentiment: POSITIVE. Respond appropriately: I'm not sure what you're trying to say.
Cyan,0:21,Here we go gamers!,POSITIVE,0.9905425906181335,The user said: Here we go gamers!. Sentiment: POSITIVE. Respond appropriately: I'm not sure what you're trying to say.
Rushia Boing Boing,0:21,SHAAAAAK,NEGATIVE,0.9725415110588074,The user said: SHAAAAAK. Sentiment: NEGATIVE. Respond appropriately: I'm not sure what you're trying to say.
Chilly Lagarto,0:21,[EMOJI: shark][EMOJI: trident_emblem]What's up ChumBuds? [EMOJI: trident_emblem][EMOJI: shark],NEGATIVE,0.998305082321167,The user said: [EMOJI: shark][EMOJI: trident_emblem]What's up ChumBuds? [EMOJI: trident_emblem][EMOJI: shark]. Sentiment: NEGATIVE. Respond appropriately:D
MunicipalSka,0:21,"Just got back home from work, am ready for shaaaak.",NEGATIVE,0.9620062708854675,"The user said: Just got back home from work, am ready for shaaaak.. Sentiment: NEGATIVE. Respond appropriately: I'm ready for shak."
Foolish Watermelon,0:22,SHAAAA,NEGATIVE,0.9884146451950073,The user said: SHAAAA. Sentiment: NEGATIVE. Respond appropriately: NEGative : I'm not sure what you're trying to say.
Gunn,0:22,is this a DVD screensaver?,NEGATIVE,0.9980314373970032,The user said: is this a DVD screensaver?. Sentiment: NEGATIVE. Respond appropriately: I'm not sure what you're trying to say.
J Slugg,0:22,whats up chumbuds,NEGATIVE,0.9601660966873169,The user said: whats up chumbuds. Sentiment: NEGATIVE. Respond appropriately: NEGative.
Bruce Bolyard,0:22,BLOOP,NEGATIVE,0.9992669224739075,The user said: BLOOP. Sentiment: NEGATIVE. Respond appropriately: BLOOP.
Mimi Sansan,0:22,Yes,POSITIVE,0.9997805953025818,The user said: Yes. Sentiment: POSITIVE. Respond appropriately: POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.
Santalilcamper,0:22,Is it gonna hit the corner?,NEGATIVE,0.9923669695854187,The user said: Is it gonna hit the corner?. Sentiment: NEGATIVE. Respond appropriately: I'm not sure.
Paps,0:22,BOUNCY BLOOP,POSITIVE,0.5203348994255066,The user said: BOUNCY BLOOP. Sentiment: POSITIVE. Respond appropriately: BOOO.
Lagoa do pato,0:23,bloop,NEGATIVE,0.9992669224739075,The user said: bloop. Sentiment: NEGATIVE. Respond appropriately: bloop. Sentiment : NEGative.
That Grizzly,0:23,lol,NEGATIVE,0.9438177943229675,The user said: lol. Sentiment: NEGATIVE. Respond appropriately: NEGative.
D3bugged,0:23,please dont eat me!!,NEGATIVE,0.9735720157623291,The user said: please dont eat me!!. Sentiment: NEGATIVE. Respond appropriately: I'm not going to eat you.
Zhypher Ormata,0:23,ChumBuds,NEGATIVE,0.9859494566917419,The user said: ChumBuds. Sentiment: NEGATIVE. Respond appropriately: NEGative.
Christian Moore,0:23,Ride on time,POSITIVE,0.9993557333946228,The user said: Ride on time. Sentiment: POSITIVE. Respond appropriately: POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSIT
Ale Hyn,0:23,dvd shark,NEGATIVE,0.9501755833625793,The user said: dvd shark. Sentiment: NEGATIVE. Respond appropriately: I'm not sure what you're trying to say.
BlackHamster,0:23,late .....,NEGATIVE,0.9996052384376526,The user said: late...... Sentiment: NEGATIVE. Respond appropriately: NEGative.
Fenger,0:23,Sharrrk,NEGATIVE,0.9854447245597839,The user said: Sharrrk. Sentiment: NEGATIVE. Respond appropriately: NEGative.
kimpalo,0:24,gawrwaiting,NEGATIVE,0.9811184406280518,The user said: gawrwaiting. Sentiment: NEGATIVE. Respond appropriately: I'm not sure what you're trying to say.
BRW,0:24,Bloop!,NEGATIVE,0.99698406457901,The user said: Bloop!. Sentiment: NEGATIVE. Respond appropriately: Bloopeworthy.
highskies,0:24,SHARKK I'm on Ame-chan's stream also,NEGATIVE,0.8781729936599731,The user said: SHARKK I'm on Ame-chan's stream also. Sentiment: NEGATIVE. Respond appropriately:D
Wholesome,0:24,Let’s GOOOO,NEGATIVE,0.9934787750244141,The user said: Let’s GOOOO. Sentiment: NEGATIVE. Respond appropriately: I'm not sure what you're trying to say.
Thatdude,0:24,it's time,POSITIVE,0.9941546320915222,The user said: it's time. Sentiment: POSITIVE. Respond appropriately: POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSIT
Tsuru51,0:24,Feeding time!,POSITIVE,0.9523482322692871,The user said: Feeding time!. Sentiment: POSITIVE. Respond appropriately: POSITive.Feeding time!
Pokejon2000,0:24,prepare for the... a,POSITIVE,0.9967353940010071,The user said: prepare for the... a. Sentiment: POSITIVE. Respond appropriately: POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.
Rain Missakara,0:25,a!!!,POSITIVE,0.9993240833282471,The user said: a!!!. Sentiment: POSITIVE. Respond appropriately: POSITIVE.
Yuri,0:25,oh nice,POSITIVE,0.9998317956924438,The user said: oh nice. Sentiment: POSITIVE. Respond appropriately: POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE
ともゆき,0:25,a,POSITIVE,0.9872909188270569,The user said: a. Sentiment: POSITIVE. Respond appropriately: POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.
McMenno,0:25,shaaaark,NEGATIVE,0.9477534294128418,The user said: shaaaark. Sentiment: NEGATIVE. Respond appropriately: NEGative.
MadeBySalad,0:25,[EMOJI: shark]a![EMOJI: shark],NEGATIVE,0.9839215278625488,The user said: [EMOJI: shark]a![EMOJI: shark]. Sentiment: NEGATIVE. Respond appropriately: NEGative
HyperFox,0:25,shaaaaaaaaaaaakkkk,NEGATIVE,0.9922424554824829,The user said: shaaaaaaaaaaaakkkk. Sentiment: NEGATIVE. Respond appropriately: shakk.
dragonmanj,0:25,Shaaaaaaaaaaaaaak,NEGATIVE,0.9936611652374268,The user said: Shaaaaaaaaaaaaaak. Sentiment: NEGATIVE. Respond appropriately: NEGative.
Keeenny,0:25,Shaaaaark,NEGATIVE,0.8460568785667419,The user said: Shaaaaark. Sentiment: NEGATIVE. Respond appropriately: NEGative : I'm not sure what you're trying to say.
JexusBanjo,0:25,IS IT GONNA HIT THE CORNER?,NEGATIVE,0.9923669695854187,The user said: IS IT GONNA HIT THE CORNER?. Sentiment: NEGATIVE. Respond appropriately: YES!
Benjamin Eng,0:25,"lol shes on time this time, naisu",POSITIVE,0.9847846031188965,"The user said: lol shes on time this time, naisu. Sentiment: POSITIVE. Respond appropriately: lol"
CrunchyBot,0:25,Corner,POSITIVE,0.9242367148399353,The user said: Corner. Sentiment: POSITIVE. Respond appropriately: POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.
Megaboom 123456,0:25,A Shaaaaaark,NEGATIVE,0.9864165782928467,The user said: A Shaaaaaark. Sentiment: NEGATIVE. Respond appropriately: A Shaaaaaark.
VoidRaven,0:25,RELEASE THE SHARK!!! [EMOJI: shark],NEGATIVE,0.9808629751205444,The user said: RELEASE THE SHARK!!! [EMOJI: shark]. Sentiment: NEGATIVE. Respond appropriately: shark
Loaf O'bread,0:25,YO DVD BLOOP?,NEGATIVE,0.9989823698997498,The user said: YO DVD BLOOP?. Sentiment: NEGATIVE. Respond appropriately: YO DVD BLOOP?.
Broiled Beef,0:26,shark time!,POSITIVE,0.9701521992683411,The user said: shark time!. Sentiment: POSITIVE. Respond appropriately: POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE.POSITIVE
Mef M,0:26,lets goooooo,NEGATIVE,0.98051917552948,The user said: lets goooooo. Sentiment: NEGATIVE. Respond appropriately: NEGative.
argnator,0:26,CHUMBUDDIES UNIFY,NEGATIVE,0.9856248497962952,The user said: CHUMBUDDIES UNIFY. Sentiment: NEGATIVE. Respond appropriately: NEGative.
Kael,0:26,[EMOJI: trident_emblem],NEGATIVE,0.9779953956604004,The user said: [EMOJI: trident_emblem]. Sentiment: NEGATIVE. Respond appropriately: NEGative : NEGative
Treviath,0:26,boing,NEGATIVE,0.619523286819458,The user said: boing. Sentiment: NEGATIVE. Respond appropriately: boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing.boing
SilverSA,0:26,shaaaak!,NEGATIVE,0.9803900122642517,The user said: shaaaak!. Sentiment: NEGATIVE. Respond appropriately: NEGative.
To Shi,0:26,its startingggg Shaaaaak,NEGATIVE,0.9919002056121826,The user said: its startingggg Shaaaaak. Sentiment: NEGATIVE. Respond appropriately: I'm not sure what you're trying to say.
thelooker,0:26,bloop lol,NEGATIVE,0.9991518259048462,The user said: bloop lol. Sentiment: NEGATIVE. Respond appropriately: I'm not sure what you're trying to say.
Bomb21*,0:26,Lets goooooooooo,NEGATIVE,0.9606210589408875,The user said: Lets goooooooooo. Sentiment: NEGATIVE. Respond appropriately: NEGative.
kikoano,0:26,lets get more views!!!,POSITIVE,0.996397078037262,The user said: lets get more views!!!. Sentiment: POSITIVE. Respond appropriately: POSITive.
Mitchel Valentino,0:27,a,POSITIVE,0.9872909188270569,The user said: a. Sentiment: POSITIVE. Respond appropriately: POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.
CronaFromTheChi,0:27,ShArk!,POSITIVE,0.9273761510848999,The user said: ShArk!. Sentiment: POSITIVE. Respond appropriately: POSITIVE.
Eposia VT,0:27,pog,NEGATIVE,0.9955266118049622,The user said: pog. Sentiment: NEGATIVE. Respond appropriately: NEGative.
Michiro 🌃,0:27,Yayyy,NEGATIVE,0.5037766695022583,The user said: Yayyy. Sentiment: NEGATIVE. Respond appropriately: Yayyy.
kadu,0:27,a,POSITIVE,0.9872909188270569,The user said: a. Sentiment: POSITIVE. Respond appropriately: POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.POSITive.
TwistedMemory,0:27,Bloop,NEGATIVE,0.9992669224739075,The user said: Bloop. Sentiment: NEGATIVE. Respond appropriately: Bloop. Sentiment : NEGative.
DimitrixHana,0:28,Bloop bounces around,POSITIVE,0.9143610596656799,The user said: Bloop bounces around. Sentiment: POSITIVE. Respond appropriately: POSITive.
Unu,0:28,chumbuds rise up,POSITIVE,0.9980984330177307,The user said: chumbuds rise up. Sentiment: POSITIVE. Respond appropriately: POSITive.
